group_id,leader,member,modify_leader,image_url,label,canonical leader,brand,name,package ,promotion
12,15 % desc 1 do pinos te melocotn inm 2.5 l,15 % desc 1 do pinos te limn inm 2.5 l,Yes,,False ,Dos Pinos Té limón Botella 2.5 L,Dos Pinos,Té limón,Botella 2.5 L,1
12,15 % desc 1 do pinos te melocotn inm 2.5 l,15 % desc 1 do pinos te melocotn inm 2.5 l,Yes,,True ,Dos Pinos Té melocotón Botella 2.5 L,Dos Pinos,Té melocotón,Botella 2.5 L,1
13,15 % off 8 pack leche enteron coronado 3.5 % 1l,15 % off 8 pack leche enteron coronado,Yes,,True ,Coronado Pack leche entera 8 unid x 1 L c/u,Coronado,Pack leche entera,8 unid x 1 L c/u,1
13,15 % off 8 pack leche enteron coronado 3.5 % 1l,15 % off 8 pack leche enteron coronado 3.5 % 1l,Yes,,True ,Coronado Pack leche entera 8 unid x 1 L c/u,Coronado,Pack leche entera,8 unid x 1 L c/u,1
14,18 % desc 2 do pinos helado deleite dulce de leche 565 g 9198,18 % desc 2 do pinos helado deleite dulce de leche 565 g 9198,Yes,,True ,Dos Pinos Pack helado Deleite sabor dulce de leche 2 unid x 565 g c/u,Dos Pinos,Pack helado Deleite sabor dulce de leche,2 unid x 565 g c/u,1
15,1811 yogurt do pinos top fresa,1811 yogurt do pinos top fresa,Yes,,True ,Dos Pinos Yogurt topping fresa 1 unid,Dos Pinos,Yogurt topping fresa,1 unid,
17,2 canasta la estacin,2 canasta la estacin,Yes,,,  ,,,,
19,2 copas la estacin 2 copas lula,2 copas la estacin 2 copas lula,Yes,,,  ,,,,
20,2 do pinos helado sundae 110 g 26 % desc,2 do pinos helado sundae 110 g 26 % desc,Yes,,True ,Dos Pinos Helado Sundae 2 unid x 110 g c/u,Dos Pinos,Helado Sundae,2 unid x 110 g c/u,1
21,2 do pinos lula yogurt fresa arroz 118 g 22 % desc,2 do pinos lula yogurt fresa arroz 118 g 22 % desc,Yes,,True ,Dos Pinos Yogurt Lula fresa con topping arroz tostado 2 unid x 118 g c/u,Dos Pinos,Yogurt Lula fresa con topping arroz tostado,2 unid x 118 g c/u,1
22,2 do pinos trits pie limn 100 g 25 % desc,2 do pinos trits pie limn 100 g 25 % desc,Yes,,True ,Dos Pinos Pack helado Trits pie de limón 2 unid x 100 g c/u,Dos Pinos,Pack helado Trits pie de limón,2 unid x 100 g c/u,1
23,2 gallito chocolate rompopito 144 g 20 % desc f4,2 gallito chocolate rompopito 144 g 20 % desc f4,Yes,,True ,Gallito Chocolate rompopito 2 unid x 144 g c/u,Gallito,Chocolate rompopito,2 unid x 144 g c/u,1
24,2 melcochones simple jamn cinta azul 125 g queso procesado do pinos 8 unid jugo de naranja do pinos 1l por 200 cambium tipo de melcochn combo 2,2 melcochones simple jamn cinta azul 125 g queso procesado do pinos 8 unid jugo de naranja do pinos 1l por 200 cambium tipo de melcochn combo 2,Yes,,True ,Dos Pinos Pack jamón cinta azul + queso procesado + jugo de naranja 3 unid,Dos Pinos,Pack jamón cinta azul + queso procesado + jugo de naranja,3 unid,
26,2 pack chocolate gallito tableta morenito mix 200g desc 25 %,2 pack chocolate gallito tableta morenito mix 200g desc 25 %,Yes,,True ,Gallito Chocolate morenito mix  2 unid x 200 g c/u,Gallito,Chocolate morenito mix ,2 unid x 200 g c/u,1
27,2 pack chocolate gallito tapita 100 gr desc 40 %,2 pack chocolate gallito corazn 100 gr desc 20 %,Yes,,False ,Gallito Chocolate corazones 2 unid x 100 g c/u,Gallito,Chocolate corazones,2 unid x 100 g c/u,1
27,2 pack chocolate gallito tapita 100 gr desc 40 %,2 pack chocolate gallito corazn 100 gr desc 40 %,Yes,,False ,Gallito Chocolate corazones 2 unid x 100 g c/u,Gallito,Chocolate corazones,2 unid x 100 g c/u,1
27,2 pack chocolate gallito tapita 100 gr desc 40 %,2 pack chocolate gallito tapita 100 gr desc 20 %,Yes,,True ,Gallito Chocolate Tapita 2 unid x 100 g c/u,Gallito,Chocolate Tapita,2 unid x 100 g c/u,1
27,2 pack chocolate gallito tapita 100 gr desc 40 %,2 pack chocolate gallito tapita 100 gr desc 40 %,Yes,,True ,Gallito Chocolate Tapita 2 unid x 100 g c/u,Gallito,Chocolate Tapita,2 unid x 100 g c/u,1
30,2 pack helado gallito guayabita 14gl desc 30 %,2 pack helado gallito guayabita 14gl,Yes,,True ,Gallito Helado guayabita 2 unid x 1.13 L c/u,Gallito,Helado guayabita,2 unid x 1.13 L c/u,1
30,2 pack helado gallito guayabita 14gl desc 30 %,2 pack helado gallito guayabita 14gl desc 30 %,Yes,,True ,Gallito Helado guayabita 2 unid x 1.13 L c/u,Gallito,Helado guayabita,2 unid x 1.13 L c/u,1
32,2 pack leche saborizada uht coronado choco banano 180ml desc 50 %,2 pack leche saborizada uht coronado choco banano 180ml desc 50 %,Yes,,True ,Coronado Pack leche saborizada choco banano 2 unid x 180 ml c/u,Coronado,Pack leche saborizada choco banano,2 unid x 180 ml c/u,1
33,2 pack leche saborizada uht coronado fresa 180 ml desc 50 %,2 pack leche saborizada uht coronado fresa 180 ml desc 50 %,Yes,,True ,Coronado Pack leche saborizada fresa 2 unid x 180 ml c/u,Coronado,Pack leche saborizada fresa,2 unid x 180 ml c/u,1
34,2 pack leche saborizada uht coronado galleta maria180 ml desc 50 %,2 pack leche saborizada uht coronado galleta maria180 ml desc 50 %,Yes,,True ,Gallito Pack leche saborizada galleta maría 2 unid x 180 ml c/u,Gallito,Pack leche saborizada galleta maría,2 unid x 180 ml c/u,1
35,2 pack natilla zarcero con sal 750gr desc 35 %,2 pack natilla zarcero con sal 750 gr,Yes,,True ,Zarcero Pack natilla con sal 2 unid x 750 g c/u,Zarcero,Pack natilla con sal,2 unid x 750 g c/u,1
35,2 pack natilla zarcero con sal 750gr desc 35 %,2 pack natilla zarcero con sal 750 gr cgrapa desc 35 %,Yes,,False ,Zarcero Pack natilla con sal y grapa 2 unid x 750 g c/u,Zarcero,Pack natilla con sal y grapa,2 unid x 750 g c/u,1
35,2 pack natilla zarcero con sal 750gr desc 35 %,2 pack natilla zarcero con sal 750 ml con grapa desc 35 %,Yes,,False ,Zarcero Pack natilla con sal y grapa 2 unid x 750 g c/u,Zarcero,Pack natilla con sal y grapa,2 unid x 750 g c/u,1
35,2 pack natilla zarcero con sal 750gr desc 35 %,2 pack natilla zarcero con sal 750g desc 35 %,Yes,,True ,Zarcero Pack natilla con sal 2 unid x 750 g c/u,Zarcero,Pack natilla con sal,2 unid x 750 g c/u,1
35,2 pack natilla zarcero con sal 750gr desc 35 %,2 pack natilla zarcero con sal 750g desc 50 %,Yes,,True ,Zarcero Pack natilla con sal 2 unid x 750 g c/u,Zarcero,Pack natilla con sal,2 unid x 750 g c/u,1
35,2 pack natilla zarcero con sal 750gr desc 35 %,2 pack natilla zarcero con sal 750gr desc 35 %,Yes,,True ,Zarcero Pack natilla con sal 2 unid x 750 g c/u,Zarcero,Pack natilla con sal,2 unid x 750 g c/u,1
38,2 pack yogurt lquido coronado mora 1.8l desc 25 %,2 pack yogurt lquiddo coronado mora 1.8 lt desc 25 %,Yes,,True ,Coronado Pack yogurt líquido sabor mora 2 unid x 1.8 L c/u,Coronado,Pack yogurt líquido sabor mora,2 unid x 1.8 L c/u,1
38,2 pack yogurt lquido coronado mora 1.8l desc 25 %,2 pack yogurt lquido coronado mora 1.8 l desc 25 %,Yes,,True ,Coronado Pack yogurt líquido sabor mora 2 unid x 1.8 L c/u,Coronado,Pack yogurt líquido sabor mora,2 unid x 1.8 L c/u,1
38,2 pack yogurt lquido coronado mora 1.8l desc 25 %,2 pack yogurt lquido coronado mora 1.8 lt desc 25 %,Yes,,True ,Coronado Pack yogurt líquido sabor mora 2 unid x 1.8 L c/u,Coronado,Pack yogurt líquido sabor mora,2 unid x 1.8 L c/u,1
38,2 pack yogurt lquido coronado mora 1.8l desc 25 %,2 pack yogurt lquido coronado mora 1.8 lt desc 40 %,Yes,,True ,Coronado Pack yogurt líquido sabor mora 2 unid x 1.8 L c/u,Coronado,Pack yogurt líquido sabor mora,2 unid x 1.8 L c/u,1
38,2 pack yogurt lquido coronado mora 1.8l desc 25 %,2 pack yogurt lquido coronado mora 1.8l desc 25 %,Yes,,True ,Coronado Pack yogurt líquido sabor mora 2 unid x 1.8 L c/u,Coronado,Pack yogurt líquido sabor mora,2 unid x 1.8 L c/u,1
39,2 slice de queque la estacin y krunchy 2 minitapitas,2 slice de queque la estacin y krunchy 2 minitapitas,Yes,,True ,La Estación Pack slice de queque + mini tapitas krunchy  2 unid,La Estación,Pack slice de queque + mini tapitas krunchy ,2 unid,1
40,2 x 3990 helado do pinos chocolate 14 gl 499 grs,2 x 3990 helado do pinos chocochips 14 gl 499 grs,Yes,,False ,Dos Pinos Helado sabor chocochips 2 unid x 1.13 L c/u,Dos Pinos,Helado sabor chocochips,2 unid x 1.13 L c/u,1
40,2 x 3990 helado do pinos chocolate 14 gl 499 grs,2 x 3990 helado do pinos chocolate 14 gl 499 grs,Yes,,True ,Dos Pinos Helado sabor chocolate 2 unid x 1.13 L c/u,Dos Pinos,Helado sabor chocolate,2 unid x 1.13 L c/u,1
42,2 x 3990 helado dulce de leche deleite do pinos 14 gl 565 grs,2 x 3990 helado dulce de leche deleite do pinos 14 gl 565 grs,Yes,,True ,Dos Pinos Helado Deleite dulce de leche 2 unid x 565 g c/u,Dos Pinos,Helado Deleite dulce de leche,2 unid x 565 g c/u,1
43,2 x 3990 helado trits do pinos 14 gl 540 grs,2 x 3990 helado do pinos vainilla 14 gl 499 grs,Yes,,False ,Dos Pinos Helado sabor vainilla  2 unid x 499 g c/u,Dos Pinos,Helado sabor vainilla ,2 unid x 499 g c/u,1
43,2 x 3990 helado trits do pinos 14 gl 540 grs,2 x 3990 helado tapita do pinos 14 gl 540 grs,Yes,,False ,Dos Pinos Helado Tapita 2 unid x 540 g c/u,Dos Pinos,Helado Tapita,2 unid x 540 g c/u,1
43,2 x 3990 helado trits do pinos 14 gl 540 grs,2 x 3990 helado trits do pinos 14 gl 540 grs,Yes,,True ,Dos Pinos Helado Trits 2 unid x 540 g c/u,Dos Pinos,Helado Trits,2 unid x 540 g c/u,1
44,20 % desc 2 do pinos helado deleite naranja holandesa 565 g 0516,20 % desc 2 do pinos helado deleite naranja holandesa 565 g 0516,Yes,,True ,Dos Pinos Helado Deleite naranja holandesa 2 unid x 565 g c/u,Dos Pinos,Helado Deleite naranja holandesa,2 unid x 565 g c/u,1
45,20 % desc 2 do pinos helado deleite pie lin 555 g 3752,20 % desc 2 do pinos helado deleite pie lin 555 g 3752,Yes,,True ,Dos Pinos Helado Deleite pie de limón 2 unid x 555 g c/u,Dos Pinos,Helado Deleite pie de limón,2 unid x 555 g c/u,1
47,2039 leche do pinos descremada polvo,2039 leche do pinos descremada polvo,Yes,,True ,Dos Pinos Leche descremada en polvo 1 unid ,Dos Pinos,Leche descremada en polvo,1 unid ,
48,2060 leche do pinos pinito polvo,2060 leche do pinos pinito polvo,Yes,,True ,Dos Pinos Leche en polvo Pinito 1 unid ,Dos Pinos,Leche en polvo Pinito,1 unid ,
49,21 % desc muga anden de la estacin 750ml,21 % desc muga anden de la estacin 750ml,Yes,,,  ,,,,1
50,2206 leche do pinos delactomy polvo,2206 leche do pinos delactomy polvo,Yes,,True ,Dos Pinos Leche en polvo Delactomy 1 unid ,Dos Pinos,Leche en polvo Delactomy,1 unid ,
51,2238 yogurt do pinos deligurt fresa,2238 yogurt do pinos deligurt fresa,Yes,,True ,Dos Pinos Yogurt Deligurt fresa 1 unid ,Dos Pinos,Yogurt Deligurt fresa,1 unid ,
52,2245 yogurt do pinos deligurt arandano 750ml,2245 yogurt do pinos deligurt arandano,Yes,,True ,Dos Pinos Yogurt Deligurt arándano Botella 750 ml,Dos Pinos,Yogurt Deligurt arándano,Botella 750 ml,
52,2245 yogurt do pinos deligurt arandano 750ml,2245 yogurt do pinos deligurt arandano 750ml,Yes,,True ,Dos Pinos Yogurt Deligurt arándano Botella 750 ml,Dos Pinos,Yogurt Deligurt arándano,Botella 750 ml,
53,23 % desc 2 do pinos helado coco 500 g,23 % desc 2 do pinos helado coco 500 g,Yes,,True ,Dos Pinos Helado sabor coco 2 unid x 500 g c/u,Dos Pinos,Helado sabor coco,2 unid x 500 g c/u,1
54,23 % desc 2 do pinos helado deleite chocobon 565 g 0554,23 % desc 2 do pinos helado deleite chocobon 565 g 0554,Yes,,True ,Dos Pinos Helad Deleite chocobon 2 unid x 565 g c/u,Dos Pinos,Helad Deleite chocobon,2 unid x 565 g c/u,1
55,24 % desc 2 do pinos helado napolitano 500 g,24 % desc 2 do pinos helado napolitano 500 g,Yes,,True ,Dos Pinos Helado sabor napolitano 2 unid x 500 g c/u,Dos Pinos,Helado sabor napolitano,2 unid x 500 g c/u,1
56,25 % desc 2 do pinos deligurt fresa 200 ml,25 % desc 2 do pinos deligurt fresa 200 ml,Yes,,True ,Dos Pinos Yogurt Deligurt fresa 2 unid x 200 ml c/u,Dos Pinos,Yogurt Deligurt fresa,2 unid x 200 ml c/u,1
57,25 % desc 2 do pinos deligurt inline arndanos 200 ml,25 % desc 2 do pinos deligurt inline arndanos 200 ml,Yes,,True ,Dos Pinos Yogurt Deligurt inline arándanos 2 unid x 200 ml c/u,Dos Pinos,Yogurt Deligurt inline arándanos,2 unid x 200 ml c/u,1
58,25 % desc 2 do pinos helado crema chip 499 g,25 % desc 2 do pinos helado caramelo 499 g,Yes,,False ,Dos Pinos Helado sabor caramelo 2 unid x 499 g c/u,Dos Pinos,Helado sabor caramelo,2 unid x 499 g c/u,1
58,25 % desc 2 do pinos helado crema chip 499 g,25 % desc 2 do pinos helado combinado 499 g,Yes,,False ,Dos Pinos Helado combinado 2 unid x 499 g c/u,Dos Pinos,Helado combinado,2 unid x 499 g c/u,1
58,25 % desc 2 do pinos helado crema chip 499 g,25 % desc 2 do pinos helado crema chip 499 g,Yes,,True ,Dos Pinos Helado sabor crema chip 2 unid x 499 g c/u,Dos Pinos,Helado sabor crema chip,2 unid x 499 g c/u,1
59,25 % desc 2 do pinos helado ron con pasas 499 g,25 % desc 2 do pinos helado ron con pasas 499 g,Yes,,True ,Dos Pinos Helado sabor ron con pasas 2 unid x 499 g c/u,Dos Pinos,Helado sabor ron con pasas,2 unid x 499 g c/u,1
60,25 % desc 2 do pinos yogurt arndanos 200 ml,25 % desc 2 do pinos yogurt arndanos 200 ml,Yes,,True ,Dos Pinos Yogurt arándanos 2 unid x 200 ml c/u,Dos Pinos,Yogurt arándanos,2 unid x 200 ml c/u,1
61,25 % desc 2 do pinos yogurt inline fresa 200 ml,25 % desc 2 do pinos yogurt inline fresa 200 ml,Yes,,True ,Dos Pinos Yogurt inline fresa 2 unid x 200 ml c/u,Dos Pinos,Yogurt inline fresa,2 unid x 200 ml c/u,1
62,25 % desc 2 do pinoshelado crema 499 g,25 % desc 2 do pinoshelado crema 499 g,Yes,,True ,Dos Pinos Helado sabor crema 2 unid x 499 g c/u,Dos Pinos,Helado sabor crema,2 unid x 499 g c/u,1
63,25 % off 2 pack yogurt lquido coronado mora 1.8l,25 % off 2 pack yogurt lquido coronado mora 1.8l,Yes,,True ,Coronado Pack yogurt líquido sabor mora 2 unid x 1.8 L c/u,Coronado,Pack yogurt líquido sabor mora,2 unid x 1.8 L c/u,
64,25 % off en chocolate gallito tableta morenito mix 200 gr,25 % off en chocolate gallito tableta morenito mix 200 gr,Yes,,True ,Gallito Chocolate morenito mix Barra 200 g,Gallito,Chocolate morenito mix,Barra 200 g,
65,2510 lactocrema do pinos barra 115g,2510 lactocrema do pinos barra,Yes,,True ,Dos Pinos Lactocrema Barra 115 g,Dos Pinos,Lactocrema,Barra 115 g,
65,2510 lactocrema do pinos barra 115g,2510 lactocrema do pinos barra 115g,Yes,,True ,Dos Pinos Lactocrema Barra 115 g,Dos Pinos,Lactocrema,Barra 115 g,
66,2525 jugo do pinos naranja 100 % 1800ml,2525 jugo do pinos naranja 100 %,Yes,,True ,Dos Pinos Jugo 100% naranja Botella 1.8 L,Dos Pinos,Jugo 100% naranja,Botella 1.8 L,
66,2525 jugo do pinos naranja 100 % 1800ml,2525 jugo do pinos naranja 100 % 1800ml,Yes,,True ,Dos Pinos Jugo 100% naranja Botella 1.8 L,Dos Pinos,Jugo 100% naranja,Botella 1.8 L,
67,2641 yogurt do pinos trad natural 500g,2641 desc.17.68 % yogurt do pinos trad natural,Yes,,True ,Dos Pinos Yogurt tradicional natural Botella 500 g,Dos Pinos,Yogurt tradicional natural,Botella 500 g,
67,2641 yogurt do pinos trad natural 500g,2641 yogurt do pinos trad natural,Yes,,True ,Dos Pinos Yogurt tradicional natural Botella 500 g,Dos Pinos,Yogurt tradicional natural,Botella 500 g,
67,2641 yogurt do pinos trad natural 500g,2641 yogurt do pinos trad natural 500g,Yes,,True ,Dos Pinos Yogurt tradicional natural Botella 500 g,Dos Pinos,Yogurt tradicional natural,Botella 500 g,
68,27 % desc 2 do pinos helado choco almendra 530 g,27 % desc 2 do pinos helado choco almendra 530 g,Yes,,True ,Dos Pinos Helado sabor choco almendra 2 unid x 530 g c/u,Dos Pinos,Helado sabor choco almendra,2 unid x 530 g c/u,1
69,2764 yogurt do pinos deli light fresa 750ml,2764 yogurt do pinos deli light fresa,Yes,,True ,Dos Pinos Yogurt Deligurt fresa Botella 750 ml,Dos Pinos,Yogurt Deligurt fresa,Botella 750 ml,
69,2764 yogurt do pinos deli light fresa 750ml,2764 yogurt do pinos deli light fresa 750ml,Yes,,True ,Dos Pinos Yogurt Deligurt fresa Botella 750 ml,Dos Pinos,Yogurt Deligurt fresa,Botella 750 ml,
70,2884 yogurt griego do pinos fresa banano 750ml 750ml,2884 yogurt griego do pinos fresa banano 750ml,Yes,,True ,Dos Pinos Yogurt griego fresa banano Botella 750 ml,Dos Pinos,Yogurt griego fresa banano,Botella 750 ml,
70,2884 yogurt griego do pinos fresa banano 750ml 750ml,2884 yogurt griego do pinos fresa banano 750ml 750ml,Yes,,True ,Dos Pinos Yogurt griego fresa banano Botella 750 ml,Dos Pinos,Yogurt griego fresa banano,Botella 750 ml,
71,2978 yogurt do pinos top arroz 4pack 680g,2978 desc.13.49 % yogurt do pinos top arroz 4pack,Yes,,True ,Dos Pinos Pack yogurt top arroz 4 unid x 680 g c/u,Dos Pinos,Pack yogurt top arroz,4 unid x 680 g c/u,
71,2978 yogurt do pinos top arroz 4pack 680g,2978 desc.13.49 % yogurt do pinos top arroz 4pack 680g,Yes,,True ,Dos Pinos Pack yogurt top arroz 4 unid x 680 g c/u,Dos Pinos,Pack yogurt top arroz,4 unid x 680 g c/u,
71,2978 yogurt do pinos top arroz 4pack 680g,2978 yogurt do pinos top arroz 4pack,Yes,,True ,Dos Pinos Pack yogurt top arroz 4 unid x 680 g c/u,Dos Pinos,Pack yogurt top arroz,4 unid x 680 g c/u,
71,2978 yogurt do pinos top arroz 4pack 680g,2978 yogurt do pinos top arroz 4pack 680g,Yes,,True ,Dos Pinos Pack yogurt top arroz 4 unid x 680 g c/u,Dos Pinos,Pack yogurt top arroz,4 unid x 680 g c/u,
72,2x do pinos disfruta te frio blanco 3 lt,2x do pinos disfruta te frio blanco 3 lt,Yes,,True ,Dos Pinos Té frío blanco Disfruta 2 unid x 3 L c/u,Dos Pinos,Té frío blanco Disfruta,2 unid x 3 L c/u,
73,2x do pinos disfruta te frio melocoton 3 lt,2x do pinos disfruta te frio melocoton 3 lt,Yes,,True ,Dos Pinos Té frío melocotón Disfruta 2 unid x 3 L c/u,Dos Pinos,Té frío melocotón Disfruta,2 unid x 3 L c/u,
75,2x helado deleite caramelo do pinos 14 gl 565 grs,2x helado deleite caramelo do pinos 14 gl 565 grs,Yes,,True ,Dos Pinos Pack helado Deleite caramelo  2 unid x 565 ml c/u,Dos Pinos,Pack helado Deleite caramelo ,2 unid x 565 ml c/u,
76,2x helado do pinos chocolate 14 gl 499 grs,2x helado combinado do pinos 14 gl 499 grs,Yes,,False ,Dos Pinos Pack helado combinado 2 unid x 499 g c/u,Dos Pinos,Pack helado combinado,2 unid x 499 g c/u,
76,2x helado do pinos chocolate 14 gl 499 grs,2x helado do pinos chocochips 14 gl,Yes,,False ,Dos Pinos Pack helado chocochips 2 unid x 1.13 L c/u,Dos Pinos,Pack helado chocochips,2 unid x 1.13 L c/u,
76,2x helado do pinos chocolate 14 gl 499 grs,2x helado do pinos chocolate 14 gl 499 grs,Yes,,True ,Dos Pinos Pack helado sabor chocolate 2 unid x 499 g c/u,Dos Pinos,Pack helado sabor chocolate,2 unid x 499 g c/u,
77,2x helado do pinos vainilla 14 gl,2x helado do pinos vainilla 14 gl,Yes,,True ,Dos Pinos Pack helado sabor vainilla 2 unid x 1.13 L c/u,Dos Pinos,Pack helado sabor vainilla,2 unid x 1.13 L c/u,
78,2x helado guayabita do pinos 14 gl 530 grs,2x helado guayabita do pinos 14 gl 530 grs,Yes,,True ,Dos Pinos Pack helado guayabita 2 unid x 530 g c/u,Dos Pinos,Pack helado guayabita,2 unid x 530 g c/u,
79,2x helado krunchy do pinos 14 gl 500 grs,2x helado krunchy do pinos 14 gl 500 grs,Yes,,True ,Dos Pinos Helado krunchy 2 unid x 500 g c/u,Dos Pinos,Helado krunchy,2 unid x 500 g c/u,
80,2x helado milan menta do pinos 14 gl 540 grs,2x helado milan menta do pinos 14 gl 540 grs,Yes,,True ,Dos Pinos Pack helado Milán sabor menta 2 unid x 540 g c/u,Dos Pinos,Pack helado Milán sabor menta,2 unid x 540 g c/u,
81,2x helado trits do pinos 14 gl 540 grs,2x helado tapita do pinos 14 gl 540 grs,Yes,,False ,Dos Pinos Pack helado tapita 2 unid x 540 g c/u,Dos Pinos,Pack helado tapita,2 unid x 540 g c/u,
81,2x helado trits do pinos 14 gl 540 grs,2x helado trits do pinos 14 gl 540 grs,Yes,,True ,Dos Pinos Pack helado Trits 2 unid x 540 g c/u,Dos Pinos,Pack helado Trits,2 unid x 540 g c/u,
82,2x1 slice la estacin,2x1 slice la estacin,Yes,,,  ,,,,1
83,3 copa la estacin,2 copa la estacin,Yes,,,  ,,,,
83,3 copa la estacin,3 copa la estacin,Yes,,,  ,,,,
84,3 copa la estacin 33 % off,3 copa la estacin 33 % off,Yes,,,  ,,,,1
88,3 gallito chocolate tableta morenito 100 g 33 % desc,3 gallito chocolate tableta morenito 100 g 33 % desc,Yes,,True ,Gallito Pack chocolate morenito 3 unid x 100 g c/u,Gallito,Pack chocolate morenito,3 unid x 100 g c/u,1
89,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,3 pack chocolate gallito jockey leche 810 gr desc 40 %,Yes,,True ,Gallito Pack chocolate de leche Jockey 3 unid x 810 g c/u,Gallito,Pack chocolate de leche Jockey,3 unid x 810 g c/u,1
89,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,3 pack chocolate gallito jockey tableta cooky cream 810 gr desc 40 %,Yes,,False ,Gallito Pack chocolate Jockey cookies & cream  3 unid x 810 g c/u,Gallito,Pack chocolate Jockey cookies & cream ,3 unid x 810 g c/u,1
89,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,3 pack chocolate gallito jockey tableta crunch 180 gr descuento 40 %,Yes,,False ,Gallito Pack chocolate Jockey crunch 3 unid x 180 g c/u,Gallito,Pack chocolate Jockey crunch,3 unid x 180 g c/u,1
89,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,3 pack chocolate gallito jockey tableta crunch 810 gr desc 33 %,Yes,,False ,Gallito Pack chocolate Jockey crunch 3 unid x 810 g c/u,Gallito,Pack chocolate Jockey crunch,3 unid x 810 g c/u,1
89,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,3 pack chocolate gallito jockey tableta crunch 810 gr desc 40 %,Yes,,False ,Gallito Pack chocolate Jockey crunch 3 unid x 810 g c/u,Gallito,Pack chocolate Jockey crunch,3 unid x 810 g c/u,1
89,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,3 pack chocolate gallito jockey tableta leche 180 gr descuento 40 %,Yes,,False ,Gallito Pack chocolate de leche  3 unid x 180 g c/u,Gallito,Pack chocolate de leche ,3 unid x 180 g c/u,1
89,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,3 pack chocolate gallito jockey tableta leche 810 gr desc 40 %,Yes,,True ,Gallito Pack chocolate de leche  3 unid x 810 g c/u,Gallito,Pack chocolate de leche ,3 unid x 810 g c/u,1
